,country,year,population,gdp,biofuel_consumption,coal_consumption,gas_consumption,hydro_consumption,nuclear_consumption,oil_consumption,other_renewable_consumption,solar_consumption,wind_consumption
6760,Europe (EI),1976,,,0.0,5449.988,2444.75,1114.296,386.183,9410.929,26.186,0.0,0.0
6761,Europe (EI),1977,,,0.0,5436.553,2560.345,1349.19,458.094,9328.601,27.455,0.0,0.0
6762,Europe (EI),1978,,,0.0,5536.945,2663.358,1346.993,515.137,9800.724,29.027,0.0,0.009
6763,Europe (EI),1979,,,0.0,5778.368,2811.932,1416.841,574.375,10024.282,30.262,0.0,0.018
6764,Europe (EI),1980,,,0.0,5886.538,2808.843,1374.31,671.077,9348.721,33.323,0.0,0.031
6765,Europe (EI),1981,,,0.0,5786.849,2781.233,1391.072,907.253,8711.057,33.339,0.0,0.031
6766,Europe (EI),1982,,,0.0,5819.369,2728.287,1378.873,999.966,8287.65,30.372,0.0,0.055
6767,Europe (EI),1983,,,0.0,5900.382,2837.049,1419.727,1179.722,8057.64,31.335,0.0,0.089
6768,Europe (EI),1984,,,0.0,5890.333,2971.76,1434.712,1499.507,8105.108,32.474,0.003,0.113
6769,Europe (EI),1985,,,0.0,7239.403,4026.46,1485.761,1973.553,9066.216,35.787,0.003,0.17
6770,Europe (EI),1986,,,0.0,7178.008,4129.31,1435.812,2096.465,9345.303,38.969,0.003,0.395
6771,Europe (EI),1987,,,0.0,7235.801,4311.675,1563.999,2181.846,9388.736,38.501,0.0,0.564
6772,Europe (EI),1988,,,0.0,7086.995,4348.913,1676.239,2401.185,9435.364,41.028,0.003,0.975
6773,Europe (EI),1989,,,0.0,6998.947,4469.701,1459.572,2516.377,9402.842,42.41,0.027,1.524
6774,Europe (EI),1990,,,0.074,6665.668,4826.92,1486.087,2538.286,9584.871,59.264,0.037,2.305
6775,Europe (EI),1991,,,0.082,6281.051,4886.94,1516.152,2604.642,9502.883,61.312,0.046,2.896
6776,Europe (EI),1992,,,0.234,5911.438,4618.963,1566.186,2622.869,9256.104,64.79,0.074,4.538
6777,Europe (EI),1993,,,0.56,5524.592,4642.213,1627.73,2726.365,9042.338,71.516,0.096,6.776
6778,Europe (EI),1994,,,1.536,5208.038,4508.473,1647.646,2702.059,9001.716,75.467,0.102,8.836
6779,Europe (EI),1995,,,2.413,5150.11,4762.982,1670.396,2772.465,9174.939,83.363,0.133,11.453
6780,Europe (EI),1996,,,3.554,5004.181,5277.245,1620.797,2928.302,9270.499,83.809,0.141,14.311
6781,Europe (EI),1997,,,4.857,4866.93,5155.936,1679.592,2957.507,9345.68,99.589,0.169,21.603
6782,Europe (EI),1998,,,4.515,4732.111,5230.537,1756.536,2933.05,9530.203,111.81,0.199,33.072
6783,Europe (EI),1999,,,5.083,4470.258,5438.863,1769.13,2951.601,9393.853,117.551,0.237,42.152
6784,Europe (EI),2000,,,7.938,4600.32,5584.936,1826.703,2975.387,9282.01,129.013,0.22,66.366
6785,Europe (EI),2001,,,9.211,4558.572,5694.592,1798.088,3049.62,9410.024,141.423,0.571,79.097
6786,Europe (EI),2002,,,12.158,4556.185,5712.716,1646.299,3067.63,9370.651,160.581,0.919,106.47
6787,Europe (EI),2003,,,15.403,4737.727,5971.038,1538.225,3073.938,9423.011,182.881,1.36,130.229
6788,Europe (EI),2004,,,20.481,4664.904,6115.666,1645.322,3103.723,9513.714,217.771,2.164,172.32
6789,Europe (EI),2005,,,35.668,4554.524,6275.513,1637.224,3049.784,9567.315,249.467,4.331,205.092
6790,Europe (EI),2006,,,55.639,4767.774,6228.662,1599.383,3024.822,9594.714,282.151,7.312,238.396
6791,Europe (EI),2007,,,77.412,4833.916,6173.632,1593.6,2864.103,9406.559,313.948,10.966,301.167
6792,Europe (EI),2008,,,106.267,4557.58,6263.536,1667.219,2844.41,9303.157,346.699,21.327,343.303
6793,Europe (EI),2009,,,125.806,4075.131,5778.54,1647.074,2691.742,8836.155,380.016,40.003,380.258
6794,Europe (EI),2010,,,149.27,4257.28,6233.613,1806.314,2748.15,8766.436,431.908,65.218,425.852
6795,Europe (EI),2011,,,157.873,4431.594,5809.284,1571.609,2710.502,8521.898,460.798,130.125,515.735
6796,Europe (EI),2012,,,171.467,4537.414,5661.993,1715.422,2626.229,8248.538,512.415,197.995,589.624
6797,Europe (EI),2013,,,156.596,4395.092,5548.122,1803.406,2579.271,8092.074,544.364,235.856,676.224
6798,Europe (EI),2014,,,167.016,4126.706,5001.856,1744.639,2579.996,7949.019,580.618,266.135,717.408
6799,Europe (EI),2015,,,167.46,3954.706,5092.425,1716.385,2501.513,8154.735,621.425,293.881,858.957
6800,Europe (EI),2016,,,169.268,3816.283,5378.873,1749.57,2419.677,8330.123,636.205,303.407,864.195
6801,Europe (EI),2017,,,182.839,3689.773,5595.427,1561.367,2390.051,8506.695,657.662,328.962,1022.399
6802,Europe (EI),2018,,,199.682,3601.37,5479.956,1710.453,2375.883,8468.791,680.69,362.651,1066.92
6803,Europe (EI),2019,,,206.934,3069.07,5551.905,1656.235,2351.729,8437.767,708.268,398.45,1211.076
6804,Europe (EI),2020,,,211.741,2654.11,5416.794,1735.864,2099.266,7353.768,728.446,463.594,1347.397
6805,Europe (EI),2021,,,218.424,2886.298,5731.469,1712.644,2215.514,7693.72,762.234,520.01,1309.471
6806,Europe (EI),2022,,,237.75,2797.356,4987.803,1477.956,1855.033,7977.596,747.451,642.49,1445.711
7054,European Union (27),1965,370823892.0,,0.0,4557.674,367.091,626.308,12.888,3844.244,8.372,0.0,0.0
7055,European Union (27),1966,373731508.0,,0.0,4377.406,416.645,681.449,15.816,4236.734,11.768,0.0,0.0
7056,European Union (27),1967,376574288.0,,0.0,4293.374,495.358,657.021,18.719,4601.55,12.852,0.0,0.0
7057,European Union (27),1968,379223759.0,,0.0,4372.669,628.431,669.997,21.628,5090.0,14.425,0.0,0.0
7058,European Union (27),1969,381650309.0,,0.0,4476.927,789.872,657.806,32.47,5719.058,15.756,0.0,0.0
7059,European Union (27),1970,383912245.0,,0.0,4439.798,956.755,694.073,47.628,6391.131,21.188,0.0,0.0
7060,European Union (27),1971,386311380.0,,0.0,4313.192,1133.068,689.652,62.221,6730.612,21.585,0.0,0.0
7061,European Union (27),1972,388928080.0,,0.0,4248.198,1340.764,723.979,97.313,7222.543,21.193,0.0,0.0
7062,European Union (27),1973,391450227.0,,0.0,4253.132,1538.98,720.122,113.702,7783.381,22.877,0.0,0.0
7063,European Union (27),1974,393899686.0,,0.0,4307.389,1723.565,777.74,132.498,7325.057,24.106,0.0,0.0
7064,European Union (27),1975,396193006.0,,0.0,4168.645,1857.868,783.323,222.912,7157.833,25.559,0.0,0.0
7065,European Union (27),1976,398287803.0,,0.0,4389.214,2030.19,683.546,261.066,7719.073,25.618,0.0,0.0
7066,European Union (27),1977,400304364.0,,0.0,4372.084,2115.397,909.528,321.511,7590.744,26.713,0.0,0.0
7067,European Union (27),1978,402143071.0,,0.0,4480.247,2197.082,885.557,385.692,7987.105,28.225,0.0,0.009
7068,European Union (27),1979,403863014.0,,0.0,4640.877,2298.784,928.269,432.178,8215.265,28.754,0.0,0.018
7069,European Union (27),1980,405627509.0,,0.0,4812.972,2290.25,880.318,525.317,7723.496,32.21,0.0,0.031
7070,European Union (27),1981,407250283.0,,0.0,4692.395,2253.893,868.831,755.191,7195.957,31.247,0.0,0.031
7071,European Union (27),1982,408628108.0,,0.0,4765.57,2193.687,854.238,825.067,6757.838,28.676,0.0,0.055
7072,European Union (27),1983,409863647.0,,0.0,4806.879,2276.897,871.37,982.361,6528.583,29.583,0.0,0.089
7073,European Union (27),1984,411049735.0,,0.0,4987.18,2394.411,883.742,1281.475,6389.343,30.742,0.0,0.113
7074,European Union (27),1985,412238154.0,,0.0,5126.362,2511.423,900.802,1573.873,6637.495,34.103,0.0,0.17
7075,European Union (27),1986,413424998.0,,0.0,4996.92,2547.807,850.949,1732.607,6861.078,36.698,0.0,0.395
7076,European Union (27),1987,414679336.0,,0.0,5043.877,2681.792,934.349,1804.452,6879.44,35.974,0.0,0.564
7077,European Union (27),1988,415961589.0,,0.0,4978.216,2679.201,986.462,1940.868,6902.184,38.413,0.0,0.975
7078,European Union (27),1989,417254783.0,,0.0,4990.759,2773.625,806.468,2046.442,6913.96,39.72,0.027,1.497
7079,European Union (27),1990,418534524.0,,0.074,4546.389,2913.043,842.494,2068.963,7064.36,54.254,0.034,2.278
7080,European Union (27),1991,419793537.0,,0.082,4285.256,2982.069,881.431,2126.613,7078.763,55.946,0.04,2.87
7081,European Union (27),1992,421023075.0,,0.234,3984.926,2883.697,918.518,2129.589,7100.989,58.532,0.065,4.44
7082,European Union (27),1993,422126980.0,,0.56,3809.954,2941.937,941.993,2193.524,6991.278,64.224,0.084,6.112
7083,European Union (27),1994,423072317.0,,1.536,3722.743,2905.959,969.816,2187.551,7025.417,66.879,0.088,7.79
7084,European Union (27),1995,423814689.0,,2.413,3674.75,3147.952,966.848,2249.769,7179.087,73.593,0.115,10.263
7085,European Union (27),1996,424405469.0,,3.554,3682.931,3419.71,962.414,2363.026,7316.341,73.301,0.121,12.836
7086,European Union (27),1997,424961289.0,,4.857,3572.786,3328.077,990.768,2382.026,7379.188,87.707,0.148,19.591
7087,European Union (27),1998,425461558.0,,4.515,3410.591,3419.6,1022.658,2364.481,7597.911,97.364,0.175,30.411
7088,European Union (27),1999,425928587.0,,5.083,3249.503,3505.423,1016.152,2406.914,7542.541,99.424,0.205,39.485
7089,European Union (27),2000,426635103.0,,7.938,3293.926,3588.841,1053.542,2440.045,7442.792,108.607,0.169,63.35
7090,European Union (27),2001,427424720.0,,9.211,3285.511,3713.28,1103.882,2505.857,7546.745,118.395,0.511,75.939
7091,European Union (27),2002,428378382.0,,12.14,3303.571,3739.979,923.725,2527.385,7488.636,135.912,0.85,102.356
7092,European Union (27),2003,429699089.0,,15.213,3416.378,3941.938,889.91,2524.617,7522.924,154.703,1.279,125.57
7093,European Union (27),2004,431170409.0,,20.309,3356.36,4048.062,938.87,2567.846,7570.472,185.334,2.081,165.706
7094,European Union (27),2005,432626741.0,,34.858,3246.446,4186.892,880.415,2517.954,7583.043,211.085,4.228,194.992
7095,European Union (27),2006,434045309.0,,53.329,3334.031,4173.683,885.428,2497.026,7590.987,239.955,7.19,223.973
7096,European Union (27),2007,435752873.0,,72.923,3367.039,4105.032,874.394,2366.739,7425.325,267.697,10.821,282.519
7097,European Union (27),2008,437503272.0,,95.871,3119.757,4191.58,920.312,2386.449,7349.667,297.967,21.151,318.196
7098,European Union (27),2009,438847122.0,,113.109,2765.998,3937.055,922.062,2210.664,6924.123,326.423,39.769,347.205
7099,European Union (27),2010,439891841.0,,134.437,2903.226,4232.242,1037.708,2274.529,6895.704,372.131,64.802,386.483
7100,European Union (27),2011,440792832.0,,143.868,2985.518,3895.549,847.464,2217.771,6683.63,396.864,128.844,454.644
7101,European Union (27),2012,441481855.0,,158.538,2972.73,3826.446,906.684,2136.392,6426.296,440.913,192.463,513.826
7102,European Union (27),2013,441898520.0,,138.232,2916.219,3749.237,999.388,2108.527,6263.071,459.561,227.326,571.041
7103,European Union (27),2014,442278071.0,,149.658,2776.571,3315.494,999.184,2112.334,6148.384,478.436,251.494,598.09
7104,European Union (27),2015,442703856.0,,152.775,2772.686,3467.464,902.15,2033.184,6251.949,495.637,268.55,708.617
7105,European Union (27),2016,443179834.0,,152.19,2661.967,3686.004,922.997,1972.755,6361.605,500.228,267.578,714.11
7106,European Union (27),2017,443746907.0,,163.04,2628.804,3859.045,780.434,1939.47,6489.613,509.572,284.046,830.981
7107,European Union (27),2018,444343250.0,,176.43,2517.826,3786.954,906.65,1934.442,6481.891,515.274,300.022,848.069
7108,European Union (27),2019,445027038.0,,177.623,2027.358,3925.499,836.125,1935.716,6465.31,527.401,327.243,960.557
7109,European Union (27),2020,445290493.0,,185.266,1671.424,3799.569,908.393,1722.572,5658.819,533.731,379.247,1043.606
7110,European Union (27),2021,445051201.0,,193.993,1900.851,3970.137,908.697,1837.265,5938.218,557.538,426.796,1010.948
7111,European Union (27),2022,447315902.0,,208.643,1938.503,3433.639,721.812,1522.534,6148.367,551.047,540.303,1096.26
7238,Finland,1965,4564582.0,55796187136.0,0.0,20.26,0.0,27.658,0.0,67.485,0.0,0.0,0.0
7239,Finland,1966,4581791.0,57128017920.0,0.0,18.805,0.0,30.696,0.0,81.865,0.0,0.0,0.0
7240,Finland,1967,4607106.0,58340958208.0,0.0,18.092,0.0,34.388,0.0,85.773,0.0,0.0,0.0
7241,Finland,1968,4627786.0,59681452032.0,0.0,21.789,0.0,31.016,0.0,97.227,0.0,0.0,0.0
7242,Finland,1969,4624400.0,65431183360.0,0.0,26.138,0.0,25.86,0.0,112.922,0.0,0.0,0.0
7243,Finland,1970,4606621.0,70319882240.0,0.0,26.567,0.0,28.163,0.0,126.978,0.0,0.0,0.0
7244,Finland,1971,4612433.0,71787708416.0,0.0,23.579,0.0,31.583,0.0,131.419,0.0,0.0,0.0
7245,Finland,1972,4639834.0,77268844544.0,0.0,26.158,0.0,30.693,0.0,139.86,0.0,0.0,0.0
7246,Finland,1973,4666168.0,82444984320.0,0.0,29.032,0.0,31.284,0.0,156.462,0.0,0.0,0.0
7247,Finland,1974,4690582.0,84941602816.0,0.0,29.585,4.444,37.563,0.0,136.347,0.0,0.0,0.0
7248,Finland,1975,4711384.0,85922512896.0,0.0,26.805,7.355,36.102,0.0,140.989,0.0,0.0,0.0
7249,Finland,1976,4725523.0,85553422336.0,0.0,36.12,8.618,28.038,0.0,151.264,0.0,0.0,0.0
7250,Finland,1977,4738738.0,85774123008.0,0.0,36.421,8.765,36.022,7.497,148.238,0.0,0.0,0.0
7251,Finland,1978,4752401.0,87565328384.0,0.0,49.094,9.543,28.976,9.197,149.112,0.0,0.0,0.0
7252,Finland,1979,4764568.0,93659512832.0,0.0,47.313,9.509,32.145,18.996,157.883,0.0,0.0,0.0
7253,Finland,1980,4779423.0,98649604096.0,0.0,53.688,8.946,30.212,19.788,152.029,0.0,0.0,0.0
7254,Finland,1981,4799868.0,100487249920.0,0.0,32.994,7.118,40.376,41.323,145.419,0.0,0.0,0.0
7255,Finland,1982,4826860.0,103754924032.0,0.0,36.596,6.723,38.704,47.27,134.6,0.0,0.0,0.0
7256,Finland,1983,4855738.0,106555392000.0,0.0,39.751,6.52,40.158,49.931,125.006,0.0,0.0,0.0
7257,Finland,1984,4881748.0,109771882496.0,0.0,45.783,7.468,39.173,53.163,126.754,0.0,0.0,0.0
7258,Finland,1985,4902179.0,113466474496.0,0.0,58.026,9.476,36.473,53.704,128.064,0.0,0.0,0.0
7259,Finland,1986,4918174.0,116153573376.0,0.0,53.055,11.472,36.637,53.757,134.105,0.0,0.0,0.0
7260,Finland,1987,4932176.0,120921063424.0,0.0,59.427,15.172,40.795,55.358,133.548,0.0,0.0,0.0
7261,Finland,1988,4946563.0,126851457024.0,0.0,59.5,16.32,39.513,55.099,131.877,0.0,0.0,0.0
7262,Finland,1989,4964482.0,134045458432.0,0.0,58.206,21.4,38.53,53.793,131.683,0.0,0.0,0.0
7263,Finland,1990,4986551.0,134055206912.0,0.0,61.287,25.21,32.11,54.526,133.655,16.459,0.001,0.0
7264,Finland,1991,5013856.0,126220410880.0,0.0,61.212,26.57,39.023,55.363,132.631,15.958,0.002,0.0
7265,Finland,1992,5042120.0,122115850240.0,0.0,55.714,27.59,44.671,54.651,131.241,15.801,0.002,0.006
7266,Finland,1993,5066609.0,121309724672.0,0.0,63.689,28.51,39.848,56.546,124.885,19.019,0.002,0.012
7267,Finland,1994,5088491.0,126178762752.0,0.0,77.556,31.47,34.854,55.124,129.39,20.638,0.002,0.021
7268,Finland,1995,5107942.0,131584983040.0,0.0,68.605,32.68,38.219,54.526,117.569,21.094,0.002,0.033
7269,Finland,1996,5124717.0,136504623104.0,0.0,81.747,34.189,35.07,55.263,122.375,18.799,0.003,0.033
7270,Finland,1997,5139944.0,145148297216.0,0.0,77.428,33.638,36.199,59.287,120.584,25.19,0.004,0.05
7271,Finland,1998,5153548.0,153137954816.0,0.0,63.539,38.536,44.506,62.008,125.791,29.793,0.004,0.068
7272,Finland,1999,5165500.0,160061980672.0,0.0,61.566,38.58,37.79,65.189,127.179,26.696,0.004,0.145
7273,Finland,2000,5176208.0,169209069568.0,0.0,58.327,39.41,43.349,63.784,126.426,27.578,0.005,0.231
7274,Finland,2001,5188007.0,173703233536.0,0.0,70.489,42.76,38.793,64.199,124.036,26.405,0.005,0.206
7275,Finland,2002,5200588.0,176750428160.0,0.007,76.591,42.46,31.453,62.446,126.924,28.694,0.005,0.187
7276,Finland,2003,5212991.0,180407926784.0,0.045,95.592,47.0,27.815,63.259,131.0,29.941,0.006,0.27
7277,Finland,2004,5228143.0,187631845376.0,0.052,85.879,45.28,43.425,62.815,122.123,33.325,0.007,0.347
7278,Finland,2005,5246070.0,192989478912.0,0.0,55.169,41.43,39.469,63.942,126.678,30.365,0.008,0.487
7279,Finland,2006,5266249.0,200964489216.0,0.007,86.154,44.28,32.704,62.543,122.85,34.52,0.01,0.443
7280,Finland,2007,5288694.0,211541000192.0,0.015,81.353,40.96,40.088,63.555,123.9,31.778,0.011,0.533
7281,Finland,2008,5313358.0,213224882176.0,0.857,62.044,41.881,48.086,61.907,119.764,33.214,0.011,0.732
7282,Finland,2009,5338813.0,195736961024.0,1.447,62.49,37.38,35.428,63.047,112.831,27.881,0.012,0.773
7283,Finland,2010,5363279.0,201743089664.0,1.443,78.925,41.3,35.866,60.726,117.168,35.032,0.013,0.817
7284,Finland,2011,5388173.0,207082078208.0,2.147,64.118,36.12,34.332,61.38,114.588,35.896,0.015,1.328
7285,Finland,2012,5413865.0,204128370688.0,2.122,52.502,31.945,46.227,60.482,110.057,35.753,0.016,1.355
7286,Finland,2013,5438873.0,202579968000.0,2.356,58.041,29.707,34.991,61.737,114.502,38.341,0.018,2.109
7287,Finland,2014,5461436.0,201300410368.0,5.045,52.025,26.557,36.294,61.299,108.047,37.536,0.021,2.999
7288,Finland,2015,5479457.0,201843998720.0,5.042,44.405,22.879,45.158,60.069,108.59,36.453,0.03,6.268
7289,Finland,2016,5495217.0,204639584256.0,1.831,50.921,20.077,42.295,59.606,114.299,36.783,0.059,8.213
7290,Finland,2017,5508146.0,211331219456.0,4.036,46.646,18.324,39.311,57.401,110.743,37.864,0.129,12.761
7291,Finland,2018,5515465.0,214535733248.0,3.842,48.881,21.013,35.191,57.868,110.148,41.212,0.239,15.448
7292,Finland,2019,5521539.0,,4.452,41.047,20.339,32.74,60.378,109.326,42.431,0.388,15.881
7293,Finland,2020,5529468.0,,4.124,31.484,20.718,41.714,58.697,98.078,36.933,0.574,20.848
7294,Finland,2021,5535982.0,,7.263,33.973,20.776,41.32,59.253,91.674,43.347,0.779,21.404
7295,Finland,2022,5540745.0,,13.639,33.929,10.826,35.617,63.148,93.037,44.666,0.821,31.035
7361,France,1965,48168800.0,727557406720.0,0.0,481.135,50.047,138.627,2.545,637.301,0.0,0.0,0.0
7362,France,1966,48683088.0,764514074624.0,0.0,445.814,52.797,154.38,3.958,683.123,1.245,0.0,0.0
7363,France,1967,49181404.0,799864782848.0,0.0,440.043,60.339,134.181,5.891,784.79,1.931,0.0,0.0
7364,France,1968,49647272.0,835171385344.0,0.0,423.161,72.156,149.099,8.754,850.432,2.956,0.0,0.0
7365,France,1969,50087056.0,893107437568.0,0.0,423.603,83.85,156.549,10.215,982.668,3.406,0.0,0.0
7366,France,1970,50523588.0,944232660992.0,0.0,403.171,95.529,167.607,16.205,1116.331,4.374,0.0,0.0
7367,France,1971,50970696.0,989968596992.0,0.0,369.435,113.226,144.469,26.471,1216.749,4.443,0.0,0.0
7368,France,1972,51410364.0,1034024779776.0,0.0,328.613,133.888,144.394,41.402,1350.957,4.837,0.0,0.0
7369,France,1973,51814076.0,1090179825664.0,0.0,325.042,157.036,141.037,41.856,1506.026,4.948,0.0,0.0
7370,France,1974,52163552.0,1122228371456.0,0.0,329.007,163.959,166.272,41.74,1430.988,5.034,0.0,0.0
7371,France,1975,52450032.0,1114332594176.0,0.0,288.442,182.87,177.739,51.779,1307.875,4.52,0.0,0.0
7372,France,1976,52685272.0,1162522918912.0,0.0,339.131,196.453,143.605,44.77,1414.784,4.255,0.0,0.0
7373,France,1977,52925440.0,1205940912128.0,0.0,326.625,205.085,225.686,50.908,1358.818,4.388,0.0,0.0
7374,France,1978,53175308.0,1239356145664.0,0.0,340.784,218.779,202.139,86.408,1416.052,4.528,0.0,0.0
7375,France,1979,53428780.0,1279104516096.0,0.0,370.099,242.376,196.401,113.387,1408.642,4.737,0.0,0.0
7376,France,1980,53713836.0,1297124032512.0,0.0,362.361,251.72,205.59,173.801,1309.014,4.696,0.0,0.0
7377,France,1981,54016748.0,1310463361024.0,0.0,330.292,255.717,213.48,298.864,1181.737,4.763,0.0,0.0
7378,France,1982,54319652.0,1343411585024.0,0.0,337.735,245.772,208.689,309.059,1094.396,4.876,0.0,0.0
7379,France,1983,54592384.0,1359074689024.0,0.0,305.636,261.802,205.342,409.343,1068.171,4.976,0.0,0.0
7380,France,1984,54845984.0,1379095674880.0,0.0,292.262,266.992,194.245,542.629,1029.906,5.179,0.0,0.0
7381,France,1985,55108104.0,1398409920512.0,0.0,283.656,285.791,183.085,635.887,1012.842,5.274,0.0,0.0
7382,France,1986,55371640.0,1431625531392.0,0.0,234.461,287.415,184.762,721.169,1033.265,5.308,0.0,0.0
7383,France,1987,55641536.0,1467808743424.0,0.0,213.411,290.816,208.462,753.417,1040.277,5.588,0.0,0.0
7384,France,1988,55911476.0,1532315566080.0,0.0,208.41,289.361,226.275,781.795,1034.02,5.661,0.0,0.0
7385,France,1989,56169944.0,1594471874560.0,0.0,226.901,283.148,137.905,862.409,1061.674,5.878,0.0,0.0
7386,France,1990,56412896.0,1636207689728.0,0.0,220.854,302.754,159.281,891.209,1077.648,6.107,0.0,0.001
7387,France,1991,56645216.0,1655610540032.0,0.0,235.042,331.666,170.328,940.182,1141.232,6.71,0.0,0.001
7388,France,1992,56864048.0,1682859229184.0,0.072,207.247,330.99,203.902,960.343,1139.468,6.812,0.004,0.001
7389,France,1993,57053728.0,1673263972352.0,0.362,169.333,338.515,191.894,1044.739,1098.213,6.301,0.005,0.007
7390,France,1994,57230064.0,1713239621632.0,1.094,166.542,323.15,232.993,1021.451,1062.035,6.886,0.006,0.014
7391,France,1995,57420356.0,1749671477248.0,1.738,170.496,343.978,216.212,1070.399,1070.697,7.435,0.006,0.014
7392,France,1996,57623180.0,1774691549184.0,2.605,181.661,380.146,195.291,1127.458,1093.075,7.735,0.008,0.022
7393,France,1997,57839364.0,1817073025024.0,3.407,159.098,364.469,188.549,1122.189,1101.114,8.539,0.01,0.033
7394,France,1998,58080344.0,1882612563968.0,2.925,189.22,388.595,183.608,1100.927,1141.114,8.469,0.012,0.058
7395,France,1999,58352208.0,1950261968896.0,3.053,169.449,396.211,214.423,1118.673,1157.169,9.107,0.013,0.109
7396,France,2000,58665456.0,2031949578240.0,3.65,164.761,415.964,196.235,1178.028,1138.982,9.532,0.015,0.142
7397,France,2001,59014776.0,2077914824704.0,3.7,144.188,436.684,218.184,1187.051,1144.568,10.643,0.018,0.385
7398,France,2002,59372784.0,2107291205632.0,3.88,148.61,435.943,176.289,1223.322,1112.981,11.291,0.021,0.773
7399,France,2003,59728260.0,2130783764480.0,3.565,157.979,457.268,170.942,1227.475,1114.921,11.865,0.023,1.125
7400,France,2004,60108436.0,2196565655552.0,3.888,150.388,466.925,171.617,1239.486,1124.852,12.073,0.024,1.715
7401,France,2005,60510080.0,2238357176320.0,6.583,156.185,477.126,147.409,1240.675,1109.278,12.36,0.03,2.755
7402,France,2006,60919152.0,2296438063104.0,7.973,144.318,460.805,160.205,1229.219,1106.107,12.261,0.034,6.209
7403,France,2007,61329380.0,2353924145152.0,16.065,149.409,447.609,162.882,1193.152,1078.217,13.458,0.051,11.508
7404,France,2008,61721004.0,2361538117632.0,26.069,140.409,463.865,178.871,1184.978,1057.443,14.161,0.118,16.0
7405,France,2009,62093300.0,2294314958848.0,27.892,125.028,447.311,159.168,1098.041,1015.337,14.614,0.486,22.096
7406,France,2010,62444568.0,2341292736512.0,27.335,133.871,495.645,174.068,1141.338,980.459,15.696,1.721,27.603
7407,France,2011,62775272.0,2391848255488.0,27.001,113.607,430.19,123.722,1171.086,959.389,17.616,5.732,33.969
7408,France,2012,63071412.0,2395403190272.0,29.559,128.7,444.443,161.18,1119.307,927.169,18.378,11.013,41.425
7409,France,2013,63335180.0,2415696805888.0,30.107,134.494,451.432,193.085,1108.062,915.128,19.463,12.903,43.755
7410,France,2014,63588496.0,2424453726208.0,32.465,100.448,379.084,170.21,1134.688,885.454,20.643,16.02,46.732
7411,France,2015,63809768.0,2453072773120.0,32.748,99.874,407.518,146.921,1130.386,885.433,23.199,19.559,57.495
7412,France,2016,63989320.0,2479389933568.0,32.946,97.53,445.299,160.42,1035.759,879.337,24.802,21.858,57.042
7413,France,2017,64144092.0,2536203354112.0,33.204,106.46,447.657,130.375,1017.315,883.067,27.06,24.225,65.318
7414,France,2018,64277812.0,2581673803776.0,32.826,95.259,428.384,169.169,1048.389,880.221,28.061,27.634,75.485
7415,France,2019,64399760.0,,34.182,74.536,436.62,147.749,1009.287,872.809,28.27,31.137,91.245
7416,France,2020,64480052.0,,30.8,52.277,405.828,162.094,891.721,744.656,28.455,34.104,104.395
7417,France,2021,64531448.0,,34.84,63.31,430.414,153.521,952.558,810.633,29.806,39.92,96.228
7418,France,2022,64626624.0,,41.439,59.458,383.718,116.242,737.357,808.749,31.367,52.484,99.091
7810,Germany,1965,76037464.0,1107504005120.0,0.0,1869.476,30.976,47.939,0.332,1020.57,0.0,0.0,0.0
7811,Germany,1966,76618720.0,1140349206528.0,0.0,1745.339,37.23,51.848,0.752,1141.832,0.0,0.0,0.0
7812,Germany,1967,77173552.0,1143923015680.0,0.0,1681.304,47.989,49.241,3.476,1187.422,0.0,0.0,0.0
7813,Germany,1968,77646128.0,1204136574976.0,0.0,1705.439,78.87,49.97,5.011,1331.123,0.0,0.0,0.0
7814,Germany,1969,78012488.0,1283751411712.0,0.0,1755.96,112.316,40.551,14.009,1496.942,0.0,0.0,0.0
7815,Germany,1970,78294592.0,1343859720192.0,0.0,1733.998,159.738,51.847,18.427,1644.07,2.937,0.0,0.0
7816,Germany,1971,78511408.0,1383509131264.0,0.0,1659.38,211.025,39.787,17.638,1712.532,3.195,0.0,0.0
7817,Germany,1972,78643560.0,1440601473024.0,0.0,1619.861,273.224,39.05,27.019,1807.816,3.252,0.0,0.0
7818,Germany,1973,78667472.0,1505896431616.0,0.0,1625.13,352.331,45.033,34.351,1927.148,3.362,0.0,0.0
7819,Germany,1974,78620536.0,1518360854528.0,0.0,1632.119,440.765,52.156,41.028,1748.524,3.436,0.0,0.0
7820,Germany,1975,78513512.0,1510149849088.0,0.0,1478.568,465.143,50.444,68.492,1698.33,3.59,0.0,0.0
7821,Germany,1976,78364216.0,1583048294400.0,0.0,1560.839,492.289,40.945,83.8,1834.953,4.079,0.0,0.0
7822,Germany,1977,78221280.0,1628636053504.0,0.0,1499.002,522.791,51.99,117.062,1812.366,3.979,0.0,0.0
7823,Germany,1978,78071552.0,1674283057152.0,0.0,1518.483,560.423,54.297,124.49,1890.278,4.206,0.0,0.0
7824,Germany,1979,77915728.0,1741603209216.0,0.0,1606.777,619.478,54.36,147.732,1949.953,4.607,0.0,0.0
7825,Germany,1980,77786696.0,1761467957248.0,0.0,1643.761,610.729,56.387,157.735,1764.344,6.277,0.0,0.0
7826,Germany,1981,77684488.0,1768196407296.0,0.0,1671.312,583.939,58.887,185.951,1601.384,5.759,0.0,0.0
